A_mean,B_mean,lip_dryness,eye_darkness,BPM,mole_asymmetry,mole_border,mole_color_var
154.16580779733647,131.29054506585504,0.21971942261846902,0.25795131082191564,78.97884820321865,0.18234510050089428,0.2155487429327641,13.499072364786928
146.45513839638923,133.74171566098227,0.3655547682028131,0.291586523128157,76.0394688034323,0.1051740838000404,0.16404667174658571,6.123116907524327
153.4543443403632,130.543164854146,0.2568990593785615,0.2972081149089922,78.73497543246594,0.17468554804750314,0.25733578523071343,12.652216371609768
145.13419379418752,128.3992034122973,0.3992070339760502,0.30731453695952415,82.17011658475352,0.20644371529721744,0.10512850516521036,14.484322513569444
151.74902756537676,137.9251291079875,0.21679850642054616,0.27975537058012867,65.80209662968481,0.23938976262751957,0.27412955244640386,12.179888025287024
145.75129800602465,136.39253343932052,0.2171753507676354,0.21304920263433272,76.92983655819202,0.2011311790447028,0.18385322385831443,13.56653068786342
147.58922107956644,134.14341434393808,0.24608214575195944,0.32944318288203456,76.51431345249192,0.11578956660329406,0.22778490503594154,10.761620725361748
145.15316383174093,129.22262482026565,0.20396642382987779,0.2191793677213628,69.03156635694458,0.19918467402178164,0.2911196397307835,13.946647035714038
147.72966279120007,137.6527966426406,0.3471383912346182,0.3310223462532581,84.01028926460177,0.13144546641710084,0.12414259816583238,14.268221673360253
149.83944053737827,130.50356497886156,0.2082082068137526,0.34265294968117377,72.6936113868381,0.11233960215464711,0.16273538535050136,12.86820735068282
150.79419757323657,130.98766017500827,0.34839366078216016,0.2907206289737734,72.244631809064,0.19576129803208944,0.11716162728427418,14.057274189602683
149.90629326130338,132.31653121575627,0.29770225473885,0.22058446379095903,70.74613935422319,0.14302792331146835,0.21967965892547123,8.593315334077525
153.94930001843483,130.83820868849287,0.39704845171921654,0.3218917542722314,67.01147846937022,0.21906344659476903,0.17566131952421143,11.318214133942323
147.55104202315485,136.1554536138339,0.35180427775805967,0.22108240927573705,67.59942524675223,0.21351444972637007,0.2163882789760507,11.16943548107273
149.55539232156687,129.3260572093646,0.2630396070584415,0.20169276245283654,71.92018290572516,0.10778594074246116,0.24457401135731033,10.30295478895128
151.67384692972635,130.73751501081688,0.28452813951699074,0.31105463713480475,79.66639313486318,0.10398638588450672,0.20365568949490143,12.219956751448173
149.70973815450722,130.5494385061651,0.2307374266210458,0.3485591370760049,82.03227049785991,0.21295310868405745,0.2514697574120476,11.697169485660158
151.9063548263148,131.91150795061654,0.22025446269184373,0.2083368269639488,82.345939783012,0.19857653709362963,0.2042595906196149,12.816195024977173
146.53010584191148,129.59855621545472,0.33667400014597443,0.30753006829794427,69.0142342648654,0.13147884331302429,0.1929675807941304,10.951830061471549
151.41520861112863,130.86143621387802,0.21550917438358128,0.26039194972301455,69.67870860153907,0.1763867732628704,0.18117906981444268,9.687447224802643
153.71994466025546,132.25440244288885,0.23654743345877427,0.21236877567543927,67.22717641993177,0.20398717513498987,0.17477691239358967,11.328858847302818
152.5538228094897,132.42937629788062,0.24892118264494348,0.2987287516790601,76.65105659580182,0.22924458698212105,0.29494302653785415,14.083528197859094
146.05321831763604,130.59356656691872,0.2078233419428676,0.20078527336858815,68.27477893240992,0.19606811574382282,0.2915954700502128,9.947471670308225
150.3007081069669,134.36778238651033,0.20428570774294952,0.3039033371923464,83.45570613349233,0.2294434440503597,0.25486818481848494,6.57857145517823
145.27873145422137,133.02615694472445,0.23276190847508085,0.3284832184710334,76.94727265127493,0.23429259314241344,0.262729187810645,6.766629265666721
